N,P,K,temperature,humidity,ph,rainfall,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency,N_P_ratio,P_K_ratio,N_K_ratio,temp_humidity_idx,label_encoded
-1.3716284564330845,-1.106977841877261,-1.0387836222818612,0.8864545107347919,0.92512850425136,1.0046120928770261,0.24427114120023494,0.13320492112281576,-1.2323860461393032,-1.0637176113132327,-0.6460598597273635,-0.5604565383259958,-1.6613718554059131,0.863843969039009,-1.2636935921607182,-0.37516367038172566,0.5605514706832877,-1.2205798480832968,-0.6595080335071758,-0.01187299359285139,1.2853463284102828,1.5207584456196184,-1.0367237928914714,-0.32127327930093813,-1.2651870763943593,1.3037653632286577,16
-1.1274106295604163,2.209516538632009,2.3099889295640903,0.847576607379693,0.426655324750006,-1.2150893119474726,-0.6631704813160669,-0.8678552858036972,0.011306294001277946,1.5390584568443129,0.03023969884727514,-1.6731755110063762,-0.8502035784858861,-1.4914858303547254,1.6588482605811672,-0.6333649549340702,-1.683281482883398,1.226140576320578,0.23912783248362046,1.2173310489611624,1.4217981276388874,1.3324175512326077,-0.981423338740326,-0.8895514209399271,-1.2294158445466552,0.7999628280435184,7
-1.07314000136649,0.5831587174207324,-0.612188392747345,-0.9371885387329234,-2.189873300011344,-1.1658487379209677,0.7765647907557388,-1.4289990318432937,-1.2323860461393032,1.0482451420384202,-0.7405020252057983,0.22382873240492818,-0.1115729429298509,-1.4914858303547254,-0.8900383444042654,1.4909666683049776,-1.1738626681433468,1.226140576320578,-1.0282857174168858,-1.2410770361468653,0.3204937095607354,0.5017538030322447,-0.9205841917939394,1.0791173702305585,-0.8990289069690167,-1.99501346743373,9
-0.3404865207484852,-0.46919046101009365,-0.8681455304680548,0.15521731412535403,-0.4604232671539554,-0.23401374567826042,-1.296103399119086,0.5532581893958627,0.011306294001277946,1.2941392467356096,-1.5127362524750847,-0.8940140721245446,-0.060028424896568865,-0.3138209306578582,1.1191167216736542,-0.8546860685977569,0.9604342708783088,1.226140576320578,-1.5272531737351371,-1.2410770361468653,-0.038793156959992595,1.657876493729765,-0.28709555022380784,0.36978536845498705,0.4213594091405066,-0.34541141563695715,13
-0.883192802687748,-1.2983140561374111,-1.2947407600025709,-2.4286516948189765,0.9165637248153143,-0.3533915861801633,0.34167727434596573,1.2215213388727233,-1.2323860461393032,-0.9172792493123744,0.0029483929295455076,0.8632418678241937,-1.6960149622869223,1.4526764188874426,-1.166645148122698,0.8217786290846344,-1.6362459974487804,-1.2205798480832968,-0.2656540596947679,-0.01187299359285139,1.135552057713341,0.8753918184990078,0.08771792998114018,-0.14186456829344693,0.5323151665030474,-1.0081331651366774,16
1.3419029532632294,-0.2140755086632267,-0.8681455304680548,-0.2936810672414267,0.20738791277581342,-0.04756922022446792,-0.6432723474490947,-1.1572122017189943,1.254998634141859,-0.9135582521523669,0.29494235867760243,-0.8940967834390567,0.7744398640530185,0.863843969039009,1.6256059431760954,0.9422276171827852,-1.601491263592103,1.226140576320578,1.6312868057953365,1.2173310489611624,-1.7680108154766916,0.8987171303459277,0.592902896185887,0.7418937790880317,2.3929922484555526,-0.01060466381017318,6
0.8806026136148561,0.8382736697675994,0.7102568188096547,-0.09050993700072339,0.5357893749990988,-1.2222211740416582,-0.06405741344662194,-0.9175709049063294,1.254998634141859,-0.18456538581662899,-0.3088066877462952,-0.041039204235004165,0.15745703223802532,0.27501151919057537,0.007064525295913606,-0.5561584288253056,-0.8479657788953704,-1.2205798480832968,0.5106445869310766,-1.2410770361468653,1.5957271357985947,-0.19880188572570578,-0.24913958227080102,-0.19514240550911238,-0.059588324674193505,0.36444003661697627,1
-1.2088165718513058,-1.2664246870940528,-1.2520812370491192,1.8885045031879293,0.8601353108267122,1.7890147712060658,0.3208378541292319,-0.16653229644836556,0.011306294001277946,-0.8888236130930494,-0.24079134469987823,-1.3141754999114286,0.7989009055352221,0.27501151919057537,-1.5881794584232936,1.0727665746885102,1.049302958235922,1.226140576320578,0.9225824145940769,-1.2410770361468653,-1.2041492332635844,-1.5610233389779629,-0.6907417021369625,-0.1883779193562417,-0.7325937452683686,1.8681393988891273,16
-0.3947571489424115,2.4008527528921593,2.3099889295640903,-0.011931067751680393,0.5644103958926338,-0.3227704711460223,-0.6414664517172707,0.031149423593981863,1.254998634141859,-1.3816957227676363,-1.1657157213592033,1.3872994990209448,-0.024517013883542067,0.863843969039009,0.34381318503473796,-0.8972943978135874,-1.448299426693109,1.226140576320578,-1.6015346781893518,-1.2410770361468653,0.5217330824228262,-1.2752991968120102,-0.8338168619989315,-0.8353381774002189,-1.1199341956677202,0.43343291087045926,7
-1.3173578282391583,0.8382736697675994,-0.9961240993284095,-0.8535922901012049,-0.267793522657753,1.4075552234213513,-1.295769847212865,-0.15535171121621907,0.011306294001277946,-0.3887373153265812,-0.8149830185938453,-0.5995764952084864,0.6412095461583426,0.27501151919057537,-0.854685708450467,0.7451115073530379,-0.7938123736009202,0.002780364118640683,-1.6968477394085524,1.2173310489611624,0.07726415066409636,1.6852109492633192,-1.0177458601054312,3.0117545940071913,-1.1586683628275634,-0.6372995442759603,10
-0.5304337194272272,-0.8837522585737524,-1.1241026681887645,-1.5897688380600232,0.8366760716551042,0.7450453060416083,0.192650230815815,-1.5548740009180593,-1.2323860461393032,0.17769033747377225,-0.13502486852153192,1.242266191608888,1.357626837547219,1.4526764188874426,-0.7583488365028839,-0.5242712202273277,0.9293897270403845,1.226140576320578,1.5312405725588076,-0.01187299359285139,-1.7058157552226114,-0.5100198861205287,-0.10718489918359426,0.3465281082746657,0.7986126549959209,-0.3228198721359254,16
-0.8017868603968585,-0.05462866344643487,-0.9961240993284095,0.8005456587545922,0.7984179155840557,0.28780244784403514,-1.0500660922376235,-0.4179802707551069,1.254998634141859,0.9837961418351837,1.3027110571823084,-1.5361272070806113,0.8583513476609554,-0.3138209306578582,-0.7617873704908663,-0.7360319670524819,0.008552999136506825,0.002780364118640683,0.4965198751576252,-1.2410770361468653,-0.3600838150671717,-0.2993930950166172,-0.7280533193228715,1.4488994429988784,-0.14674058394300116,1.1282684769243887,14
1.8032032929116029,-0.6605266752702439,-0.185593163212829,0.14716769492791482,-0.8677351537828126,0.3957786277522234,0.49405863494794694,-1.1255754694046192,0.011306294001277946,-0.25045807700909484,1.0950810454427637,0.5590987531894829,1.3384472189231642,1.4526764188874426,1.038922544457689,-0.625875350003725,-1.246000664383178,0.002780364118640683,-1.1410276083619202,1.2173310489611624,-0.035481759615110846,0.9753582924501493,1.704104334123979,-0.6097350946998943,1.4839366288136957,-0.6964192365082873,5
-1.1816812577543425,0.3280437650738655,-0.612188392747345,-1.271562561458952,-0.31363108191103595,0.4769501515031173,-0.9571703907563336,1.4906733366327378,-1.2323860461393032,-0.8036799352493188,1.3973134374510918,-0.5152492304096412,-1.0724642480423519,1.4526764188874426,-1.3413109626960946,1.0460927560603537,0.7365535572832207,-1.2205798480832968,1.389255760068762,1.2173310489611624,-0.7074704726276149,-1.6978822340160724,-0.9534317572304012,0.8000360234944983,-1.032177332214596,-0.8555644247830773,10
1.2062263827784139,-0.501079830053452,-0.14293364025937738,0.3670585481634748,-0.1351235690596901,-0.1605425615397636,1.771538657329316,-0.33458586159840864,-1.2323860461393032,0.0547221808385608,0.6175907291297932,-0.38082819687471103,1.5291759881995728,1.4526764188874426,1.2743309813559462,0.7475071818264586,-1.3826945179658343,-1.2205798480832968,1.3211769471290848,1.2173310489611624,1.6930476313954388,-0.029062625231786356,0.8879973570253556,-0.5126429093563118,0.9032304187072447,0.03279061660462887,5
1.0976851263905611,-1.0113097347471858,-0.5268693468404418,0.1601321738291809,-0.6322832919413561,1.0768840763040202,1.7563884110674888,-0.5568057044856674,1.254998634141859,-0.13812901811716793,0.39253072027273933,-0.5543619107140989,1.4734880540204096,0.863843969039009,0.387675544649109,-0.35613911935164244,1.580993482405049,0.002780364118640683,0.6775361694277782,1.2173310489611624,1.047706187428227,0.917919994066032,2.2116645666560286,-0.7214939894403904,1.5309299433819004,-0.4903422345267271,5
